com.victronenergy.solarcharger.ttyO0
/Mgmt/Connection	STRING	VE.Direct	VE.Direct
/History/Daily/3/TimeInBulk	DOUBLE	1439.0	1439s
/History/Daily/3/LastError4	INT32	0	0
/History/Daily/3/LastError3	INT32	0	0
/History/Daily/3/LastError2	INT32	0	0
/History/Daily/3/LastError1	INT32	0	0
/History/Daily/3/MaxPvVoltage	DOUBLE	50.08000183105469	50.08V
/History/Daily/3/MaxPower	DOUBLE	33.0	33W
/History/Daily/3/MaxBatteryCurrent	DOUBLE	2.299999952316284	2.3A
/History/Daily/3/MinBatteryVoltage	DOUBLE	26.470000267028809	26.47V
/History/Daily/3/MaxBatteryVoltage	DOUBLE	26.529999732971191	26.53V
/History/Daily/3/Consumption	ARRAY	[]	
/History/Daily/3/Yield	DOUBLE	0.03999999910593033	0.04kWh
/History/Daily/3/Nr	INT32	175	175
/History/Daily/2/TimeInFloat	DOUBLE	0.0	0s
/History/Daily/2/TimeInAbsorption	DOUBLE	0.0	0s
/History/Daily/2/TimeInBulk	DOUBLE	1439.0	1439s
/History/Daily/2/LastError4	INT32	0	0
/History/Daily/2/LastError3	INT32	0	0
/History/Daily/2/LastError2	INT32	0	0
/History/Daily/2/LastError1	INT32	0	0
/History/Daily/2/MaxPvVoltage	DOUBLE	50.08000183105469	50.08V
/History/Daily/2/MaxPower	DOUBLE	33.0	33W
/History/Daily/2/MaxBatteryCurrent	DOUBLE	2.4000000953674316	2.4A
/History/Daily/2/MinBatteryVoltage	DOUBLE	26.470000267028809	26.47V
